"Jonathan Hawkins","MATH-2425"
"April Welch","ENGR-2375"
"Todd Clark","BIOL-1779"
"Monique Serrano","ECSE-1696"
"Ebony Tucker","STSO-3365"
"James Cortez","ENGR-1991"
"Derrick Bennett","MATH-2851"
"Frank Owens","STSO-2209"
"Justin Edwards","CSCI-2806"
"Christopher George","STSO-4011"
"Daniel Lopez","CHEM-3544"
"Leslie Baldwin","ENGR-3049"
"Adam Arnold","CSCI-1068"
"Mitchell Ferguson","PHYS-3952"
"Robyn Sanchez","MATH-4414"
"Sarah Newton","ECSE-3842"
"Adam Mills","ECSE-3365"
"Crystal Jones","CSCI-4318"
"James Matthews","MATH-4618"
"Peter Lee","PHYS-3027"
"James Harrison","ECSE-1563"
"Dylan Grimes","PSYC-2092"
"Kenneth Marks","CHEM-4538"
"Krista Powell","CHEM-1868"
"Anthony Wilson","CHEM-3600"
"Jennifer Lang","CSCI-2222"
"Jasmine Warren","CHEM-3316"
"Sheila Coffey","ITWS-1491"
"David Lewis","ENGR-3358"
"Kayla Harris","ITWS-1227"
"Abigail Burton","CSCI-1937"
"Melissa White","ITWS-3271"
"Jennifer Kane","CHEM-1192"
"Hunter Castaneda","ECSE-3260"
"Dakota Jones","ECSE-2247"
"Derrick Daugherty","ECSE-4108"
"James Jones","MATH-1350"
"Alexander Valdez","STSO-2530"
"Lindsay Anderson","ECSE-2052"
"Alyssa Cross","ECSE-1357"
"Brandon Hines","ENGR-1836"
"Justin Hays","ITWS-4805"
"Bill Palmer","BIOL-1433"
"Nicholas Obrien","ECSE-2679"
"Leslie Adams","MATH-3386"
"Mark Castro","CSCI-1674"
"Gina Campos","PHYS-1350"
"James Young","CSCI-3544"
"Olivia Roth","ITWS-4191"
"Adrienne Ellis","ECSE-4720"
"Charles Ware","ECSE-4993"
"Jessica Medina","BIOL-1365"
"Kari Payne","ECSE-3028"
"Tracy Wells","BIOL-3562"
"Scott Anderson","STSO-4677"
"William Potter","BIOL-1395"
"Whitney Hicks","BIOL-3297"
"Eric Ortiz","PHYS-3093"
"Evan Lewis","ITWS-4828"
"Matthew Spencer","PSYC-1067"
"Timothy Carlson","ENGR-3431"
"Melanie Beck","BIOL-4461"
"Kelly Nichols","ITWS-2763"
"Tonya Rocha","CSCI-2845"
"Jill Scott","BIOL-4525"
"David Campbell","PHYS-1669"
"Dennis Miller","STSO-4113"
"Ashley Patton","PHYS-3952"
"Angelica Bernard","BIOL-2719"
"Deborah Williams","MATH-2851"
"Leah Greene","MATH-1092"
"Jeanette Gonzales","BIOL-1679"
"Cameron Jackson","STSO-4617"
"Henry Griffin","CHEM-4341"
"Joanna Ewing","ITWS-4811"
"Brianna Figueroa","STSO-2470"
"Jessica Carter","CHEM-4766"
"Haley Jackson","MATH-4806"
"Shane Jackson","CSCI-3372"
"Dylan Robinson","CSCI-4517"
"Sandra Rogers","CSCI-2647"
"Wendy Rice","MATH-3771"
"Sandra Davis","PHYS-2228"
"Christian Vaughn","BIOL-3024"
"Jasmine Armstrong","CSCI-3318"
"Brian Lee","PSYC-4284"
"Ethan Gonzalez","PSYC-4894"
"Michael Wilson","PSYC-4174"
"Dawn Perry","PSYC-2402"
"Michael Roberts","CHEM-3587"
"Leslie Gamble","BIOL-1682"
"Emily Scott","ITWS-2241"
"Rose Garner","PHYS-4143"
"Michael Obrien","STSO-4773"
"Ana Parks","MATH-3445"
"Krista Parsons","BIOL-1828"
"Herbert Williams","ENGR-3887"
"Amanda Odonnell","ENGR-4404"
"Danny Porter","MATH-2851"
"Lauren Marquez","PHYS-2124"
"Shelby Johnston","CHEM-4745"
"Alyssa Smith","ECSE-1803"
"Matthew Wilson","PSYC-2558"
"Seth Sanders","ITWS-4176"
"Sarah Hicks","CSCI-1743"
"James Travis","ITWS-1290"
"Cynthia Vargas","STSO-1225"
"John Leblanc","ECSE-3994"
"Trevor Morgan","ECSE-2247"
"Clinton Morris","PHYS-2931"
"Linda Wolfe","BIOL-4382"
"Billy Hernandez","MATH-2815"
"Julie Carson","ITWS-2437"
"Daniel Yu","PHYS-3952"
"Amanda Shaw","PHYS-2399"
"Chad Baker","BIOL-3070"
"Mitchell Griffith","ECSE-1037"
"Alexander Peterson","CSCI-2828"
"Andrew Dillon","PSYC-4525"
"Katherine Walker","BIOL-2114"
"Heather Anderson","STSO-4238"
"Michael Leach","MATH-3079"
"Shelby Waller","ITWS-3317"
"Ian Lewis","ITWS-2438"
"Shannon Cook","CHEM-1291"
"Todd Pruitt","ECSE-3467"
"Colleen Taylor","ENGR-3161"
"Nathan Monroe","ECSE-2882"
"Kristin Burns","BIOL-2439"
"Mary Charles","PHYS-3038"
"Richard Young","ITWS-1703"
"Paula Lopez","ECSE-3168"
"Amanda Alvarez","CSCI-4297"
"Maria Jackson","ITWS-1456"
"Kaylee Young","STSO-1588"
"Kelly Grant","MATH-4618"
"Jennifer Martinez","CHEM-2217"
"Jeffrey Moreno","BIOL-1682"
"Edward Hernandez","ECSE-3913"
"Tiffany Osborne","PHYS-2680"
"Richard Williams","PSYC-2531"
"Jodi Hancock","CHEM-2835"
"Timothy Fernandez","STSO-4614"
"Douglas Harper","CHEM-3888"
"Shawn Carter","PHYS-1215"
"Jeffery Turner","PHYS-3046"
"Hannah Patrick","BIOL-2340"
"Amber Bailey","BIOL-3424"
"Kristine Lane","MATH-3202"
"Joseph Schmidt","ECSE-1160"
"Tracy Mcpherson","PHYS-4002"
"Frederick Ruiz","ITWS-3077"
"Pamela Taylor","PHYS-4120"
"Isaac Davis","ECSE-4614"
"Julie Lowe","ECSE-2858"
"Mary Bruce","BIOL-1528"
"Terri Ramos","ITWS-2715"
"Robert Thompson","BIOL-1406"
"Meghan Camacho","BIOL-3661"
"Robert Mckenzie","PSYC-4698"
"Brianna Odom","CHEM-4820"
"Aaron Fitzpatrick","CHEM-3001"
"Jennifer Whitney","BIOL-1433"
"Samuel Weaver","ITWS-3873"
"Melissa Henry","CHEM-4642"
"Whitney Ayers","PSYC-3668"
"Brittany Vance","ITWS-1918"
"Mackenzie Ward","MATH-1895"
"Sarah Olson","ENGR-1631"
"Edward Johnson","MATH-2809"
"Jessica Gallagher","CSCI-2508"
"Alexa Tate","PHYS-3949"
"Edward White","PSYC-4894"
"Kevin Ferguson","CSCI-3372"
"Emily Ferguson","MATH-3677"
"Tyler Simpson","STSO-1564"
"Whitney Huff","BIOL-1956"
"Whitney Morrison","STSO-1607"
"Jonathan Smith","CSCI-4068"
"Robert Smith","ECSE-1369"
"Dakota Brown","ECSE-1357"
"Christopher Lee","PSYC-2716"
"Terri Crawford","PSYC-1899"
"Robin Holloway","BIOL-4168"
"Marc Brooks","PHYS-2999"
"Melissa Berry","ECSE-2515"
"Brian Obrien","STSO-4878"
"David Shea","CHEM-1436"
"Carol Sims","PHYS-3786"
"Carolyn Sullivan","PSYC-1794"
"Daniel Watkins","CSCI-3693"
"Melissa Love","ITWS-1269"
"Tammy Schmidt","CHEM-1178"
"Lisa Pearson","ITWS-4293"
"Jessica Garcia","PHYS-1275"
"Michelle Sellers","BIOL-3682"
"Jessica Lawrence","MATH-2692"
"John Le","CHEM-3635"
"Leslie Craig","STSO-3706"
"Raymond Banks","ITWS-3174"
"Scott Galvan","ENGR-3943"
"Sandra Bowman","STSO-4887"
"Zachary Case","ECSE-3784"
"Dana Carr","STSO-3578"
"Manuel Green","BIOL-3442"
"Teresa Franco","ENGR-1070"
"Katrina Hernandez","PHYS-1027"
"Alexander Moreno","PHYS-2870"
"Robert Randall","ENGR-1180"
"Craig Brown","MATH-1336"
"Trevor Graves","STSO-1906"
"Richard Lee","BIOL-2439"
"Mike Carter","PHYS-2228"
"Laurie Lopez","ENGR-3161"
"Michele Willis","ENGR-2029"
"Jerome Solis","CSCI-3900"
"Glenn Morales","ITWS-3083"
"Vanessa West","ENGR-3645"
"David Dawson","STSO-4617"
"William Taylor","PSYC-4885"
"Robert Greene","PHYS-4092"
"Vanessa Buck","CHEM-3957"
"Jeffrey Ferguson","CSCI-2828"
"Leslie Patterson","STSO-1224"
"John Peters","STSO-3417"
"Marcus Brown","ITWS-3780"
"Lisa Marquez","ITWS-4491"
"Vicki Johnson","BIOL-1050"
"Carlos Clarke","ECSE-1306"
"Jasmine Harris","STSO-4603"
"Susan Morales","ENGR-1411"
"Todd Sandoval","ITWS-3717"
"Adam Vaughn","PSYC-4131"
"Brian Rodriguez","ECSE-4293"
"Jennifer Larson","STSO-1236"
"Amanda Shaw","CSCI-1539"
"Debra House","PHYS-4306"
"Aaron Nelson","ITWS-3077"
"Lawrence Donovan","BIOL-1999"
"Sheri Lynch","ENGR-3326"
"Juan Myers","CHEM-4969"
"Shannon Hammond","CHEM-1698"
"Kristina Cooper","PHYS-2117"
"Lori Howard","CHEM-1024"
"Donna Jones","CHEM-3444"
"Joseph Vaughn","ENGR-1213"
"Brandon Aguirre","PSYC-1213"
"Cristian Herrera","BIOL-3154"
"Vincent Rodriguez","PHYS-4784"
"Lisa Davidson","MATH-4185"
"Tony Klein","MATH-4681"
"John Poole","ENGR-1181"
"Christina Wise","CHEM-4522"
"Anthony Alvarez","ITWS-2223"
"Shannon Davenport","PHYS-4188"
"Michael Higgins","ECSE-3124"
"Mercedes Hernandez","MATH-2817"
"Deanna Bennett","MATH-4870"
"Todd Kim","ECSE-4442"
"Paul Sherman","CHEM-3509"
"Tammy Jordan","BIOL-1050"
"Randy Shaw","CHEM-1958"
"Carla Stewart","PSYC-2585"
"Lauren Edwards","CSCI-1189"
"Jose Shields","PHYS-2874"
"Kaitlin Guerra","ENGR-2674"
"Donald Bailey","PSYC-2186"
"Regina Hudson","ECSE-3102"
"Donald Wilson","PSYC-3719"
"Jeffrey Singh","PSYC-2189"
"Kristi Dawson","ENGR-4174"
"Brianna Mullins","ITWS-3445"
"Rachael Davis","BIOL-3070"
"Veronica Jefferson","CHEM-4462"
"Monica Harvey","MATH-4794"
"Heather Anderson","PSYC-1814"
"Mathew Pham","ECSE-1212"
"Nathaniel Wilson","STSO-2008"
"Debbie Parker","ENGR-4136"
"Marcus Anderson","STSO-1467"
"Christina Beard","ITWS-1290"
"David Richardson","ITWS-3109"
"Catherine Hendrix","CHEM-3444"
"George Porter","ECSE-3319"
"Jason Moran","PSYC-2124"
"Janet Wright","STSO-4506"
"Gary Ellis","STSO-3786"
"Victoria Kerr","MATH-4288"
"Ryan Zimmerman","STSO-3837"
"Ryan Nelson","BIOL-3263"
"Holly Martin","MATH-3386"
"Amber Anderson","BIOL-3842"
"Gail Berg","MATH-3948"
"Sean Smith","MATH-2869"
"Tina Allen","STSO-4172"
"Carlos Schultz","PHYS-1115"
"Jeffery Goodman","PHYS-1577"
"Karen Swanson","PSYC-1871"
"Billy Peterson","MATH-1725"
"Edward Murphy","CHEM-1178"
"Todd Kim","ITWS-3631"
"Elizabeth Hicks","ENGR-4002"
"Lee Charles","STSO-1459"
"Joshua Davenport","PSYC-4105"
"Alexander Flores","ITWS-2119"
"Kevin Fitzgerald","PHYS-2839"
"Kathryn Weaver","ECSE-4029"
"Holly Martin","MATH-3202"
"Brian Parker","PHYS-4990"
"April Owen","CSCI-1307"
"Alexandra Haynes","STSO-1302"
"William Oconnor","ECSE-3609"
"Andrew Wagner","CSCI-1938"
"Leslie Russell","CHEM-2835"
"Paul West","MATH-2131"
"Gina Martinez","ECSE-3994"
"Bailey Jackson","CSCI-1122"
"Edward Melton","ITWS-2315"
"Garrett Bowman","PHYS-2680"
"Sabrina Ramirez","STSO-3708"
"Sarah Romero","ITWS-4092"
"James Turner","STSO-3315"
"Mary Murphy","MATH-2765"
"Sara Williams","BIOL-2163"
"Jeff Arnold","BIOL-2713"
"Tracy Martinez","CSCI-2842"
"Matthew Howell","STSO-3487"
"Elizabeth Mccarthy","CHEM-3848"
"David Mckinney","ECSE-4614"
"Brittney Johnson","ECSE-1785"
"Katie Orozco","ECSE-3873"
"Madison Mason","STSO-1011"
"Daniel Stevens","MATH-2919"
"Daniel Burton","STSO-3315"
"Karen Saunders","ENGR-3077"
"Diane Fox","PSYC-4738"
"Kenneth Williams","CHEM-4341"
"Edward Payne","ENGR-3883"
"Nicholas Payne","ECSE-4720"
"Tammy Castillo","STSO-4213"
"Hunter Smith","STSO-3268"
"Denise Farmer","ECSE-2691"
"Aaron Allen","ITWS-1519"
"Grant Novak","CSCI-1671"
"Brenda Jacobson","ENGR-4683"
"Andrea Stephens","ENGR-2586"
"Glenn Hardy","ENGR-4079"
"Timothy Chambers","ITWS-4828"
"Brian Bailey","CHEM-3384"
"Amanda Reyes","STSO-3404"
"Amanda Boone","MATH-4125"
"Patrick Eaton","PSYC-4413"
"James Jones","PHYS-3411"
"Amanda Esparza","ENGR-3111"
"Cameron Davis","ENGR-1156"
"Timothy Young","MATH-3252"
"Ethan Rodriguez","STSO-3484"
"Devin Bennett","MATH-1447"
"April Welch","ENGR-3740"
"Kayla Wright","PHYS-3943"
"Christina Wise","ECSE-2282"
"Sabrina Ramirez","ITWS-1277"
"Christina Guerra","MATH-2790"
"Deborah Sullivan","MATH-3968"
"Jennifer Park","ITWS-3780"
"Kristen Williams","STSO-1108"
"Dana Scott","ENGR-1909"
"Julie Skinner","ECSE-4250"
"Alexandria Smith","CHEM-4909"
"Wayne Long","CHEM-3509"
"Kathryn Mahoney","STSO-1280"
"Ronald Stephens","MATH-1187"
"Jeffery Brown","ENGR-4136"
"Erika Nguyen","CSCI-3900"
"Jonathan Hughes","CHEM-3092"
"Luis Alexander","STSO-1980"
"Dawn Lewis","STSO-1302"
"Cynthia Diaz","ECSE-2666"
"Patrick James","ENGR-2821"
"Joseph Davidson","PSYC-4885"
"Ernest Wilson","ENGR-3879"
"Johnny Castro","PSYC-2505"
"Angela Cook","PSYC-2505"
"Jonathan Stevenson","ECSE-3698"
"Laura Palmer","ENGR-4589"
"Kara Gibbs","PHYS-3410"
"Gabriel Sanders","ITWS-3142"
"Kevin Zhang","ITWS-2223"
"Katherine Mitchell","PSYC-4059"
"Lisa Santos","ITWS-2483"
"David Evans","PSYC-1814"
"Jamie Robinson","ITWS-3759"
"Jason Mercado","ENGR-3027"
"Nicholas Romero","BIOL-1395"
"Joshua Mack","CSCI-1381"
"Tina Valdez","PSYC-4136"
"Joel Jackson","ECSE-3564"
"Leslie Coleman","ECSE-3981"
"Joseph Simon","PHYS-4096"
"Nicholas Smith","ECSE-1785"
"Amanda Williams","STSO-2754"
"Jennifer Hess","ECSE-3548"
"Tracy Russell","ECSE-4613"
"Rebecca Bailey","PSYC-3485"
"Mark Figueroa","ECSE-3627"
"Jacqueline Cannon","MATH-3350"
"Jesse Jones","BIOL-2837"
"Sherry Cooper","ECSE-1292"
"Kiara Scott","ITWS-3744"
"Walter Malone","ITWS-3406"
"Lisa White","ENGR-4079"
"Christian Jones","ITWS-2763"
"George Williams","CHEM-2554"
"Maria Brown","PSYC-3461"
"Donald Jensen","MATH-2479"
"Carolyn Lopez","MATH-3948"
"Chelsea Rivera","CHEM-1998"
"Joshua Fuller","CSCI-4545"
"Alexandra Harris","BIOL-2871"
"Michelle Harper","CSCI-2158"
"Savannah West","STSO-1631"
"Angela Richardson","MATH-4354"
"Brad Gomez","STSO-2723"
"Kevin Morgan","ECSE-2529"
"Robert Dunn","STSO-4887"
"Samuel King","ITWS-3083"
"Leslie Baldwin","STSO-2733"
"Tiffany Hatfield","CHEM-3153"
"Rebecca Mills","PHYS-4523"
"Gabriela Nelson","BIOL-2377"
"Elizabeth Hicks","CHEM-4752"
"Kevin Miller","MATH-1187"
"Linda Jarvis","PHYS-2999"
"Mackenzie Perry","PHYS-3572"
"Anna Bradley","STSO-2624"
"Nicole Frederick","STSO-2209"
"Jessica Zuniga","ENGR-4061"
"Matthew Villa","ECSE-4016"
"Debra Thompson","ITWS-1546"
"Tonya Byrd","CHEM-1959"
"Laura Bradley","STSO-2209"
"Alexandra Walker","CHEM-1154"
"Kim Barber","CHEM-2908"
"Lauren Caldwell","CHEM-1192"
"Alexandra Bentley","STSO-3484"
"Todd Kim","ENGR-4774"
"Isaac Mcdonald","BIOL-1999"
"David Frank","BIOL-2124"
"Mary Anderson","BIOL-1006"
"Melissa Ashley","ECSE-4993"
"Kaitlyn Carroll","ITWS-1546"
"Katelyn Davis","PHYS-4096"
"Crystal Pitts","BIOL-3989"
"Matthew Bradshaw","MATH-3792"
"Philip Robinson","ECSE-2958"
"Kimberly Rodriguez","BIOL-3004"
"Molly Knox","CSCI-3849"
"Thomas Dickerson","ENGR-1960"
"Kathleen Weiss","MATH-1555"
"Billy Hernandez","ITWS-2165"
"Joseph Young","ITWS-4452"
"Stephen Reid","ITWS-2787"
"Cameron Baker","PSYC-4698"
"Karen Finley","ECSE-2282"
"Gabriel Hernandez","PHYS-4143"
"Mary Smith","ENGR-1105"
"Bryan Hayes","CSCI-1068"
"Ryan Johnson","ENGR-1418"
"Karl Berry","PSYC-4413"
"Christopher Hernandez","BIOL-2393"
"James Nunez","CHEM-4959"
"Yolanda Ferrell","ITWS-3364"
"Nicholas Garcia","PSYC-4824"
"Brittney Davis","ECSE-4016"
"Jenna Butler","BIOL-2210"
"Brent Black","CSCI-1037"
"Jillian Chavez","CHEM-3384"
"Collin Harris","PSYC-1694"
"Brian Lee","MATH-1684"
"Dustin Reilly","ITWS-3707"
"Robert Flores","ECSE-2529"
"Benjamin Freeman","PHYS-3202"
"Mark Carpenter","MATH-3079"
"John Caldwell","BIOL-2360"
"Dana Carr","ITWS-2789"
"Robert Horton","ITWS-2672"
"Ryan Hudson","ECSE-1967"
"Eduardo Bowman","ENGR-1181"
"Corey Dawson","ECSE-2927"
"Thomas Clark","BIOL-4008"
"Megan Mooney","ECSE-4230"
"Ana Baxter","ITWS-3883"
"Daisy Madden","MATH-3066"
"William Schneider","PSYC-1067"
"Lisa Oconnell","CSCI-1381"
"David Walker","ITWS-3222"
"Meredith Tran","CHEM-1360"
"Melissa Cummings","ENGR-4872"
"Christopher Lopez","CHEM-1467"
"Carolyn Walker","CSCI-2073"
"Glenn Wagner","CHEM-1744"
"Jasmine Knapp","BIOL-4150"
"Crystal Thompson","STSO-1905"
"Diane Kelly","PHYS-1215"
"Jamie Thompson","ENGR-1960"
"Ariana Zuniga","BIOL-3723"
"Patrick Eaton","BIOL-3841"
"Thomas Anderson","STSO-1446"
"Cole Alvarez","ECSE-1258"
"Kayla Perez","STSO-3966"
"Jennifer Lewis","CSCI-2178"
"Rhonda Pena","CSCI-4125"
"Nicole Perez","CSCI-1122"
"Diane Chung","MATH-2225"
"Michael Maxwell","ENGR-3111"
"Michelle Drake","PSYC-4991"
"Jeffrey Walls","PSYC-2714"
"Monica Garrison","ECSE-3005"
"Christine Phillips","STSO-1459"
"William Thompson","ITWS-3102"
"Lindsay Edwards","MATH-3079"
"Amanda Ballard","MATH-4125"
"Diana Marshall","PHYS-2904"
"Sherry Wyatt","MATH-3147"
"Joshua Becker","ECSE-1306"
"Kevin Sheppard","PSYC-4730"
"Danielle Thomas","PHYS-1278"
"Carolyn Walker","PSYC-1482"
"Teresa Day","PSYC-1689"
"Laura Morgan","PHYS-2506"
"Michael Figueroa","CHEM-1129"
"Mark Taylor","ENGR-1808"
"Amanda Henderson","PHYS-1603"
"Jennifer Patterson","STSO-2008"
"Mitchell Banks","CHEM-3626"
"Tammy Ortiz","PSYC-2498"
"Kenneth Fowler","BIOL-3538"
"Joshua Cole","MATH-4817"
"Emily Richards","MATH-1516"
"Brian George","ECSE-2193"
"Joan Hamilton","MATH-3147"
"Edward Levy","PHYS-4299"
"Tiffany Coleman","STSO-4880"
"Amanda Thompson","ENGR-4774"
"Elizabeth Guerra","CHEM-2837"
"Michelle Wright","CHEM-4522"
"Derrick Cook","CHEM-2702"
"Nicole Smith","MATH-3364"
"Juan Berg","PHYS-4740"
"Trevor Kelley","CSCI-2689"
"Denise Townsend","MATH-2026"
"Catherine Hendrix","PSYC-3479"
"Dakota Evans","ENGR-3360"
"Robert Mcdonald","PHYS-1353"
"Kelly Lewis","CHEM-1787"
"Ryan Miller","PHYS-3175"
"John Baker","CHEM-2835"
"Samantha Wells","BIOL-3966"
"Christine Robinson","ITWS-3959"
"Elizabeth Hill","MATH-4817"
"Aaron Brown","CHEM-1375"
"Theresa Davis","MATH-2556"
"Robert Tucker","CHEM-4102"
"Brenda Bowman","ITWS-2438"
"Andrea Lawson","PSYC-2714"
"Vanessa Sandoval","ITWS-1744"
"Caroline Bell","ENGR-1973"
"Ian Morales","ENGR-4487"
"Michael Moore","PSYC-4687"
"Theresa Jones","CHEM-2702"
"Jessica Moss","CHEM-2955"
"Kim Johnson","MATH-3230"
"Kevin Huerta","CHEM-1868"
"Michelle Martinez","CSCI-3372"
"Amy Cooper","ITWS-3518"
"William Garcia","MATH-4014"
"Teresa Garcia","PHYS-3026"
"Meredith Gomez","PHYS-1350"
"Matthew Ward","CHEM-2804"
"Joy Pineda","CSCI-1573"
"Jennifer Medina","BIOL-3810"
"Michele Hopkins","PSYC-3285"
"Randy Newman","STSO-1459"
"Cheryl Walker","ECSE-3842"
"Michael Wagner","MATH-3414"
"Catherine Wilkinson","CHEM-1024"
"Michael Martin","PSYC-3813"
"Cody Lang","MATH-2018"
"Anna Murphy","BIOL-4339"
"Brittany Gardner","BIOL-2148"
"Gary York","STSO-1246"
"Kathleen Fernandez","STSO-1904"
"Holly Banks","MATH-1770"
"Samantha Thomas","ENGR-1683"
"Carrie Mccall","ECSE-2086"
"Brandon Curtis","ECSE-1306"
"Mary Kennedy","CSCI-2462"
"Michelle Robinson","BIOL-2139"
"Lisa Kaiser","PHYS-4344"
"William Simpson","PHYS-1207"
"Monica Hernandez","CSCI-4130"
"Tyler Burton","ENGR-4591"
"Sarah Bishop","STSO-4040"
"Sean Bell","CHEM-2426"
"Kathryn Rice","CSCI-2479"
"Tiffany Coleman","ITWS-1942"
"Robert Townsend","PSYC-1676"
"Dominique Ryan","CHEM-2417"
"Laurie Maxwell","ECSE-3209"
"Jill Scott","PSYC-2917"
"David Peters","BIOL-2086"
"Ian Malone","MATH-4681"
"Angela Smith","PHYS-1913"
"Timothy Hart","MATH-4185"
"Edward Melton","ECSE-2956"
"Rachel Davis","ITWS-2236"
"Julie Cole","ECSE-2557"
"Hunter Lopez","STSO-2756"
"Debra Kelly","PHYS-3072"
"Gregory Thomas","ENGR-4683"
"Douglas Yang","MATH-4125"
"Tina Williams","CHEM-1136"
"Susan Miller","PSYC-3494"
"John Hayes","CSCI-1332"
"Bradley Yang","ENGR-3270"
"Riley Sims","STSO-3002"
"Ruben Mendez","PSYC-3668"
"Deanna George","STSO-2728"
"Jesse Benson","PHYS-1350"
"Aaron Fernandez","MATH-3671"
"Javier White","CSCI-4108"
"Richard Larsen","ENGR-1836"
"Rodney West","BIOL-2713"
"Logan Bailey","BIOL-4935"
"Alexis Wells","PSYC-2235"
"Logan Bailey","MATH-2225"
"Erin Gregory","MATH-3173"
"Rebecca Smith","PSYC-2917"
"Noah Scott","MATH-4042"
"Tina Armstrong","ITWS-3739"
"Jennifer Frazier","ENGR-1089"
"Sabrina Lopez","PHYS-3368"
"Bryan Hayes","ECSE-3689"
"Jack Farmer","PHYS-1254"
"Bryan Wiggins","BIOL-4629"
"Michael Foley","CHEM-2023"
"Leslie Fox","PSYC-3593"
"Sierra Leonard","STSO-3669"
"Hunter Robinson","ITWS-3270"
"Steven Dunn","ITWS-2236"
"Bruce Jones","PSYC-3628"
"Gary Hancock","ITWS-4499"
"Cynthia Powell","ENGR-1832"
"Victoria Lara","ENGR-4385"
"Andre Cardenas","CHEM-2703"
"Evan Black","STSO-3161"
"Matthew Morrow","MATH-4881"
"Madeline Smith","STSO-1796"
"Victor Pena","CSCI-3453"
"Rick Daniels","CSCI-2441"
"Ronald Taylor","STSO-4773"
"Johnny Rogers","ITWS-4346"
"Laura Davenport","STSO-1467"
"Cameron Horton","ITWS-2527"
"Jeremy Frazier","ECSE-3813"
"Samantha Shaw","ITWS-1644"
"Bradley Johnson","CHEM-4119"
"Ashley Huff","CSCI-1941"
"Jenna Henderson","STSO-4621"
"Stephanie Powers","PSYC-1848"
"Bill Jacobson","BIOL-4529"
"Todd Burton","PSYC-3719"
"Christopher Schultz","PHYS-1541"
"Willie Williams","ENGR-2922"
"Brenda Gregory","MATH-4856"
"Sandra Mendoza","STSO-4878"
"William Alexander","STSO-3777"
"Kelly Bennett","PHYS-3071"
"Carolyn Lopez","PSYC-4075"
"Chad Jones","PHYS-4839"
"Jesus Roth","ITWS-1942"
"Lori Walker","STSO-2635"
"Christina Guerra","STSO-3598"
"Scott Hill","MATH-3367"
"Carlos Barnes","STSO-2706"
"Michael Wiggins","PSYC-1110"
"Leslie Fox","BIOL-4629"
"Brandon Curtis","ITWS-2263"
"Erin Hughes","STSO-1904"
"Logan Collins","PSYC-2222"
"Daniel Porter","CHEM-1062"
"Stephen Myers","ECSE-4081"
"Jacqueline Jones","ITWS-1234"
"Lisa Clay","ITWS-1942"
"Julia Barnes","CHEM-1359"
"Lisa Bryant","ENGR-2559"
"Susan Mclean","CSCI-2441"
"Mary Chapman","PSYC-1592"
"Sabrina Evans","ITWS-1897"
"Darlene Foster","PHYS-2962"
"Andre Li","BIOL-3226"
"Isaac Frazier","PHYS-4628"
"Steven Rivers","CHEM-4112"
"Frank Castro","ECSE-3032"
"Julie Carson","CHEM-3528"
"Daniel Jones","ENGR-1907"
"Darryl Jackson","ECSE-2247"
"Yvette Velez","PSYC-1549"
"Matthew Wong","ENGR-3358"
"Dawn Perry","STSO-2372"
"Jasmine Armstrong","STSO-2924"
"Scott Phillips","ITWS-1977"
"Robert Gonzalez","CSCI-4297"
"Sherry Gomez","BIOL-1956"
"Melissa Burke","CSCI-4935"
"Brendan Ward","MATH-1092"
"Michele Gordon","ECSE-3873"
"Jerry Hall","STSO-2706"
"Bill Brown","ECSE-2882"
"Victoria Henry","CHEM-3600"
"Tina Sanchez","ENGR-1271"
"Douglas Randall","PSYC-4276"
"Adam Gonzalez","ENGR-3522"
"Cheryl Long","ITWS-3735"
"Rick Daniels","CSCI-2621"
"Crystal Howard","ENGR-4057"
"Steven Keller","ECSE-2350"
"Maria Johnson","ENGR-1089"
"Shawn Mckay","ENGR-4867"
"Kimberly Gomez","STSO-1818"
"Shelia Cohen","PHYS-1215"
"Jane Bennett","PSYC-2411"
"Natalie Arroyo","PSYC-1549"
"David Brooks","PSYC-2746"
"Sonya Freeman","CHEM-3152"
"Ashley Bailey","MATH-2843"
"Tony Rivera","CHEM-2554"
"Sarah Santos","ENGR-4867"
"Jessica Costa","MATH-3752"
"Tracy Peterson","MATH-4274"
"Lindsey Gonzalez","BIOL-3059"
"Rickey Moore","CSCI-2125"
"Janet Richard","STSO-3903"
"Jessica Garcia","ITWS-1355"
"Karen Webster","BIOL-4387"
"Willie Bean","PHYS-4419"
"Michelle Johnson","ITWS-1485"
"Margaret Marks","ECSE-1306"
"Michael Allison","CHEM-2170"
"Hunter Walter","ITWS-4463"
"Ryan Fields","BIOL-2529"
"Kenneth Baker","ITWS-4814"
"Randall Jones","PSYC-2354"
"Stephanie Simpson","ECSE-3893"
"Suzanne Wilson","PHYS-4971"
"Patricia Chapman","ENGR-1980"
"Victor Lopez","BIOL-2297"
"Jacob Wilson","ITWS-2437"
"Ryan Dodson","CHEM-2532"
"Jason Turner","PSYC-2354"
"Ashley Carroll","PSYC-4221"
"Steven Mcclure","MATH-2418"
"Mark Hawkins","BIOL-4529"
"Luis Burgess","PHYS-3828"
"Janet Holland","CSCI-3786"
"Matthew Zhang","PHYS-1417"
"Alex Chase","MATH-2577"
"Lisa Simpson","BIOL-1682"
"Ashley Price","ITWS-4528"
"Andrea White","ENGR-1731"
"Robert Morris","ITWS-2141"
"Kathryn Brown","BIOL-2209"
